ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
1,onshore_wind_turbine,1,8495.9,8495.9,0.0,9.078465105841872,23851.562665424197,5.244294629730245
4,conventional_steam_coal,2,13567.680000000002,13567.68,1.8189894035458565e-12,14.49801780237864,106466.95059745519,23.409118517478884
5,natural_gas_fired_combined_cycle,2,36734.21,36734.21,0.0,39.253080153446675,89309.59637935532,19.63669396616027
6,natural_gas_fired_combustion_turbine,2,4704.4800000000005,4704.48,9.094947017729282e-13,5.027066881805457,555.2296923434908,0.12207955238273521
7,natural_gas_steam_turbine,2,0.0,1118.5,-1118.5,0.0,0.0,0.0
8,nuclear,2,5020.0,5020.0,0.0,5.36422213436201,43853.088092810496,9.642073251476972
9,onshore_wind_turbine,2,6979.000000000001,6979.0,9.094947017729282e-13,7.457551050938741,16345.390277999999,3.593896285043923
11,solar_photovoltaic,2,454.5,454.5,0.0,0.48566513148755647,856.7212284000002,0.18836914797985266
12,conventional_steam_coal,3,650.0,650.0,0.0,0.6945705950867145,4648.387729962095,1.022051055987305
13,natural_gas_fired_combined_cycle,3,3427.34,3427.34,0.0,3.662353205176154,17855.996886968438,3.926036624784942
14,natural_gas_fired_combustion_turbine,3,1207.9600000000003,1207.96,2.2737367544323206e-13,1.2907899939091505,54.91949353132157,0.012075267731255473
15,onshore_wind_turbine,3,9450.5,9450.5,0.0,10.098522167487685,26288.618749258098,5.780135417693738
16,solar_photovoltaic,3,137.5,137.5,0.0,0.1469283951144973,293.68383,0.06457289839295394
17,naturalgas_ccccsavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
18,naturalgas_ccavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
19,naturalgas_ctavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
20,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
21,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
22,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
23,utilitypv_losangeles,1,1994.8949806754742,0.0,1994.8949806754742,2.1316852213280986,5684.64455099925,1.249895082721217
24,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
25,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
26,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
27,battery,1,42.86168999999739,0.0,42.86168999999739,0.0458007223534161,72.98100606993316,0.016046491526514578
28,naturalgas_ccs100,1,0.0,0.0,0.0,0.0,0.0,0.0
29,naturalgas_ccccsavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
30,naturalgas_ccavgcf,2,9500.000000000002,0.0,9500.000000000002,10.151416389728904,82391.84871757716,18.11567383756791
31,naturalgas_ctavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
32,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
33,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
34,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
35,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
36,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
37,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
38,utilitypv_losangeles,2,13777.17772116732,0.0,13777.17772116732,14.721880812933247,36329.63372930588,7.98787508136114
39,utilitypv_losangeles,2,0.0,0.0,0.0,0.0,0.0,0.0
40,battery,2,0.0,0.0,0.0,0.0,0.0,0.0
41,naturalgas_ccs100,2,0.0,0.0,0.0,0.0,0.0,0.0
42,naturalgas_ccccsavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
43,naturalgas_ccavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
44,naturalgas_ctavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
45,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
46,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
47,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
48,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
49,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
50,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
51,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
52,utilitypv_losangeles,3,2.7297189720966344,0.0,2.7297189720966344,0.0029168962013363907,7.608303837824018,0.0016728542074057392
53,utilitypv_losangeles,3,0.0,0.0,0.0,0.0,0.0,0.0
54,battery,3,0.0,0.0,0.0,0.0,2.346419084871578e-14,5.159122351227181e-18
55,naturalgas_ccs100,3,0.0,0.0,0.0,0.0,0.0,0.0
